no,index,category,category_index,englishText,translation_slashed,translation_natural
228,[228],12_形容詞節１（関係代名詞）,[12],"I understand that children brought up overseas have difficulty adapting to life in this society, which requires them to conform. ",私は聞いている／次のことを・子供達は／育てられたところの／海外で／苦労する・適応するのに／生活に／この社会での／すなわちこの社会は彼らに要求する／集団に合わせることを。 ,海外で育った子供は，集団に合わせることを要求するこの社会での生活に，なかなか適応できないと聞きます。   
229,[229],12_形容詞節１（関係代名詞）,[12],"I imitated a variety of dialects to amuse the teenage girls, who chuckled and made fun of my desperate attempt to entertain them. ",私はまねた・さまざまな方言を／笑わせるために・その十代の女の子達を／すると彼女達はくすくすと笑った／そして笑いものにした・私の必死の試みを／彼女達を楽しませようとする。 ,その十代の女の子達を笑わせようとして私はいろいろな方言をまねてみせた。すると彼女達はくすくすと笑って私が必死で彼女達を楽しませようとしている姿を笑いものにした。   
230,[230],12_形容詞節１（関係代名詞）,[12],"Dick said in an indignant tone of voice, “In short, it's their fault, not mine, which is why I'm under no obligation to pay for the damage.” ",ディックは言った／憤慨した調子で／声の／「要するに／それは彼らの責任であり／私の責任ではない／そしてそのことが／何故，私が義務を負っていないかという理由だ／金を払う（義務を）／その損害に対して」 ,ディックは憤った口調で「要するにそれは向こうの責任であって僕の責任ではない。だから僕に損害賠償をする義務はない」と言った。   
231,[231],12_形容詞節１（関係代名詞）,[12],"The woman writer sought to arouse widespread sympathy for her feminist cause, which her peers viewed as an act of self-interest. ",その女性作家はしようと努めた／喚起することを・広範囲に及ぶ共感を／自分の男女同権論者としての主義に対する／するとそれを・彼女の仲間達は見なした／行為と／利己主義の。 ,その女流作家は，自己のフェミニズムの信条に対し幅広い支持を喚起しようと努めたが，仲間達からは利己主義的な行為だと見なされた。   
232,[232],12_形容詞節１（関係代名詞）,[12],"“On behalf of our department, Gill is going to make a speech.” “Speaking of which, I've been told he will be promoted to deputy general manager.” ",「代表して・我々の部署を／ギルが行うことになっている・スピーチを」「それで（思い出したので）言うと／私はこれまでに聞かされている／彼が昇進させられると／代理の部長に」 ,「ギルがうちの部署を代表してスピーチをするんだよ」「そう言えば，彼は部長代理に昇進するって聞きましたけど」   
233,[233],12_形容詞節１（関係代名詞）,[12],"I was intensely irritated.  I was in a hurry but got caught in a traffic jam.  As is often the case, that particular intersection was under repair again. ",私は激しく苛立っていた。私は急いでいた／しかし／捕らえられた／交通渋滞（の中）に。このことはしばしば当てはまることだが／あの他ならぬ交差点は補修中だった／またもや。 ,私は激しい苛立ちを覚えていた。急いでいるのに交通渋滞に捕まったのだ。しょっちゅうあることなのだが，また例のあの交差点が工事をしていたのだ。   
234,[234],12_形容詞節１（関係代名詞）,[12],"UFO stands for “unidentified flying object.”  It is defined in this dictionary as “a saucer-like vehicle, which some people claim they have seen.” ",ＵＦＯ（という文字）は表す・「身元が確認されていない飛行する物体」を。それは定義されている／この辞書には／「受け皿のような乗物として／すなわちそれを・一部の人は主張する・自分達が見たことがあると」。 ,ＵＦＯというのは「未確認飛行物体」のことです。この辞書には「それを目撃したことがあると主張する人がいる，受け皿に似た乗物」と定義されています。   
235,[235],12_形容詞節１（関係代名詞）,[12],"The founder of the new religion delivered a passionate sermon about the worship of money, which he asserted was the root of all evil deeds. ",創始者は／その新しい宗教の／行った・熱のこもった説法を／崇拝についての／お金の／すなわちそれは・彼は主張した・根源であると／全ての邪悪な行為の。 ,その新宗教の創始者は，拝金主義が諸悪の根元だとする熱のこもった説法を行った。   
236,[236],12_形容詞節１（関係代名詞）,[12],The riot police clashed with a violent mob who were protesting a Supreme Court ruling that they maintained was a gross injustice. ,暴動（鎮圧）警察隊は衝突した／乱暴な群衆と／すなわち彼らは抗議していたのだが・最高裁判所の判決に／すなわちそれ（＝その判決）は・彼らは主張した・甚だしい不公正だと。,最高裁の判決を甚だしい不公正だとして抗議していた暴徒と機動隊が衝突した。   
237,[237],12_形容詞節１（関係代名詞）,[12],I feel pity for the kids I see on the street who are suffering extreme poverty.  I wonder what they've got to look forward to in the future. ,私は感じる・哀れみを／子供達に対して／（すなわちその子供達を）私は目にする／路上で／すなわちその子達は経験している・極度の貧困を。私は自問する／何を彼らがもっているのかと／楽しみにするための／将来に。 ,私は路上で見かける極貧の子供達のことを不憫（ふびん）に思う。彼らにいったいどんな 楽しみな未来像が思い描けるというのだろう。  
